Orth_id	Uni_id	Gene_des
OG0007244	sp|Q8NF64|ZMIZ2_HUMAN	Zinc finger MIZ domain-containing protein 2
OG0007248	sp|P53450|FOS_TAKRU	Proto-oncogene c-Fos
OG0007249	sp|Q15696|U2AFM_HUMAN	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2
OG0007250	sp|Q6NUV0|RB3GP_DANRE	Rab3 GTPase-activating protein catalytic subunit
OG0007251	sp|Q9JKB5|ARI4B_RAT	AT-rich interactive domain-containing protein 4B
OG0007252	sp|Q6H8Q1|ABLM2_HUMAN	Actin-binding LIM protein 2
OG0007256	sp|Q9HBX9|RXFP1_HUMAN	Relaxin receptor 1
OG0007259	sp|P25286|VPP1_RAT	V-type proton ATPase 116 kDa subunit a isoform 1
OG0007263	sp|Q01887|RYK_MOUSE	Tyrosine-protein kinase RYK
OG0007266	sp|Q9QXW9|LAT2_MOUSE	Large neutral amino acids transporter small subunit 2
OG0007270	sp|E7FAW3|NBEL2_DANRE	Neurobeachin-like protein 2
OG0007271	sp|O35276|NRP2_RAT	Neuropilin-2
OG0007273	sp|Q5R422|VPP1_PONAB	V-type proton ATPase 116 kDa subunit a isoform 1
OG0007274	sp|Q8VDD5|MYH9_MOUSE	Myosin-9
OG0007278	sp|Q13625|ASPP2_HUMAN	Apoptosis-stimulating of p53 protein 2
OG0007279	sp|Q9BY77|PDIP3_HUMAN	Polymerase delta-interacting protein 3
OG0007284	sp|Q90635|DPYL2_CHICK	Dihydropyrimidinase-related protein 2
OG0007285	sp|Q8IUZ5|AT2L2_HUMAN	5-phosphohydroxy-L-lysine phospho-lyase
OG0007289	sp|Q96RE7|NACC1_HUMAN	Nucleus accumbens-associated protein 1
OG0007290	sp|B9EKI3|TMF1_MOUSE	TATA element modulatory factor
OG0007294	sp|P32018|COEA1_CHICK	Collagen alpha-1(XIV) chain
OG0007298	sp|Q58EG2|ERLN1_DANRE	Erlin-1
OG0007299	sp|Q9H7U1|CCSE2_HUMAN	Serine-rich coiled-coil domain-containing protein 2
OG0007300	sp|Q810U3|NFASC_MOUSE	Neurofascin
OG0007302	sp|O46470|RGS7_BOVIN	Regulator of G-protein signaling 7
OG0007304	sp|Q68DA7|FMN1_HUMAN	Formin-1
OG0007305	sp|Q8BMZ5|SEN34_MOUSE	tRNA-splicing endonuclease subunit Sen34
OG0007309	sp|Q8NFH8|REPS2_HUMAN	RalBP1-associated Eps domain-containing protein 2
OG0007310	sp|Q9NUJ3|T11L1_HUMAN	T-complex protein 11-like protein 1
OG0007311	sp|Q08642|PADI2_MOUSE	Protein-arginine deiminase type-2
OG0007317	sp|Q9P1A6|DLGP2_HUMAN	Disks large-associated protein 2
OG0007320	sp|Q96IZ5|RBM41_HUMAN	RNA-binding protein 41
OG0007322	sp|Q6PJG2|EMSA1_HUMAN	ELM2 and SANT domain-containing protein 1
OG0007331	sp|Q6ZRS2|SRCAP_HUMAN	Helicase SRCAP
OG0007333	sp|Q9CXS4|CENPV_MOUSE	Centromere protein V
OG0007334	sp|Q9NY28|GALT8_HUMAN	Probable polypeptide N-acetylgalactosaminyltransferase 8
OG0007335	sp|Q5JUK3|KCNT1_HUMAN	Potassium channel subfamily T member 1
OG0007337	sp|Q6NYW6|CLAP2_DANRE	CLIP-associating protein 2
OG0007338	sp|Q91ZU6|DYST_MOUSE	Dystonin
OG0007339	sp|Q91YN9|BAG2_MOUSE	BAG family molecular chaperone regulator 2
OG0007340	sp|Q14186|TFDP1_HUMAN	Transcription factor Dp-1
OG0007344	sp|Q8JGS1|STIL_DANRE	SCL-interrupting locus protein homolog
OG0007351	sp|Q9Y4B6|DCAF1_HUMAN	DDB1- and CUL4-associated factor 1
OG0007352	sp|Q80U44|ZFY16_MOUSE	Zinc finger FYVE domain-containing protein 16
OG0007356	sp|B5DF89|CUL3_RAT	Cullin-3
OG0007359	sp|Q8BVI5|STX16_MOUSE	Syntaxin-16
OG0007361	sp|Q8IYT3|CC170_HUMAN	Coiled-coil domain-containing protein 170
OG0007364	sp|Q96L42|KCNH8_HUMAN	Potassium voltage-gated channel subfamily H member 8
OG0007366	sp|Q8VEM8|MPCP_MOUSE	"Phosphate carrier protein, mitochondrial"
OG0007369	sp|Q91ZE0|TMLH_MOUSE	"Trimethyllysine dioxygenase, mitochondrial"
OG0007371	sp|A2AV37|EX3L1_DANRE	Exocyst complex component 3-like protein
OG0007375	sp|Q9UK61|TASOR_HUMAN	Protein TASOR
OG0007379	sp|P21860|ERBB3_HUMAN	Receptor tyrosine-protein kinase erbB-3
OG0007381	sp|Q6XBT4|USF1_BOVIN	Upstream stimulatory factor 1
OG0007383	sp|Q0V8S9|CNTP5_CHICK	Contactin-associated protein-like 5
OG0007385	sp|Q9CWK3|CD2B2_MOUSE	CD2 antigen cytoplasmic tail-binding protein 2
OG0007389	sp|Q5ZI04|FA49A_CHICK	Protein FAM49A
OG0007391	sp|Q5FVJ0|RUFY3_RAT	Protein RUFY3
OG0007393	sp|Q764M5|STAT1_PIG	Signal transducer and activator of transcription 1
OG0007395	sp|Q61789|LAMA3_MOUSE	Laminin subunit alpha-3
OG0007398	sp|Q8N865|CG031_HUMAN	Uncharacterized protein C7orf31
OG0007399	sp|O75376|NCOR1_HUMAN	Nuclear receptor corepressor 1
OG0007402	sp|Q5R9C9|ATF7_PONAB	Cyclic AMP-dependent transcription factor ATF-7
OG0007403	sp|Q99PV5|BHE41_MOUSE	Class E basic helix-loop-helix protein 41
OG0007406	sp|Q6VAB6|KSR2_HUMAN	Kinase suppressor of Ras 2
OG0007412	sp|Q9Y6X9|MORC2_HUMAN	ATPase MORC2
OG0007415	sp|Q7Z3B3|KANL1_HUMAN	KAT8 regulatory NSL complex subunit 1
OG0007416	sp|A8E0R9|GRIP2_XENLA	Glutamate receptor-interacting protein 2
OG0007417	sp|Q86VH2|KIF27_HUMAN	Kinesin-like protein KIF27
OG0007419	sp|Q8VHW5|CCG8_RAT	Voltage-dependent calcium channel gamma-8 subunit
OG0007424	sp|P17599|SYN1_BOVIN	Synapsin-1
OG0007425	sp|E7FEC4|SUSD4_DANRE	Sushi domain-containing protein 4
OG0007428	sp|Q06190|P2R3A_HUMAN	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
OG0007433	sp|O42252|LDB1_CHICK	LIM domain-binding protein 1
OG0007434	sp|Q91756|GLRK_XENLA	Glutamate receptor U1
OG0007437	sp|Q14146|URB2_HUMAN	Unhealthy ribosome biogenesis protein 2 homolog
OG0007438	sp|Q4KLQ5|WDR76_XENLA	WD repeat-containing protein 76
OG0007441	sp|P26368|U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit
OG0007445	sp|Q8TF42|UBS3B_HUMAN	Ubiquitin-associated and SH3 domain-containing protein B
OG0007447	sp|Q4V8R6|E4F1_DANRE	Transcription factor E4F1
OG0007451	sp|P45953|ACADV_RAT	"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial"
OG0007459	sp|Q9BRR8|GPTC1_HUMAN	G patch domain-containing protein 1
OG0007463	sp|Q6P431|MKNK2_XENLA	MAP kinase-interacting serine/threonine-protein kinase 2
OG0007464	sp|Q86VR2|RETR3_HUMAN	Reticulophagy regulator 3
OG0007466	sp|Q8WZA2|RPGF4_HUMAN	Rap guanine nucleotide exchange factor 4
OG0007467	sp|Q92565|RPGF5_HUMAN	Rap guanine nucleotide exchange factor 5
OG0007468	sp|Q6P3S1|DEN1B_HUMAN	DENN domain-containing protein 1B
OG0007470	sp|Q7TSH6|SCAF4_MOUSE	SR-related and CTD-associated factor 4
OG0007472	sp|Q58D05|TRAD1_BOVIN	TRAF-type zinc finger domain-containing protein 1
OG0007473	sp|Q8CIV2|MBRL_MOUSE	Membralin
OG0007474	sp|Q8CIV2|MBRL_MOUSE	Membralin
OG0007475	sp|Q6DEJ6|NLS1B_DANRE	Sodium-dependent lysophosphatidylcholine symporter 1-B
OG0007477	sp|Q864S8|BRCA2_FELCA	Breast cancer type 2 susceptibility protein homolog
OG0007479	sp|Q8CAF4|NHSL1_MOUSE	NHS-like protein 1
OG0007480	sp|Q8JGT4|UN5BA_XENLA	Netrin receptor UNC5B-a
OG0007486	sp|Q5ZLF0|F10A1_CHICK	Hsc70-interacting protein
OG0007488	sp|Q08AX9|K1841_XENLA	Uncharacterized protein KIAA1841 homolog
OG0007491	sp|Q9GLY5|ITIH3_RABIT	Inter-alpha-trypsin inhibitor heavy chain H3
OG0007492	sp|Q68G74|LHX8_HUMAN	LIM/homeobox protein Lhx8
OG0007495	sp|Q58EL7|SKA3_DANRE	Spindle and kinetochore-associated protein 3
OG0007498	sp|Q3U1V8|M3K9_MOUSE	Mitogen-activated protein kinase kinase kinase 9
OG0007502	sp|Q9H7Z3|NRDE2_HUMAN	Protein NRDE2 homolog
OG0007503	sp|Q6PIJ4|NFRKB_MOUSE	Nuclear factor related to kappa-B-binding protein
OG0007504	sp|O54941|SMCE1_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
OG0007505	sp|C6KFA3|AGRG6_DANRE	Adhesion G-protein coupled receptor G6
OG0007506	sp|Q75J93|CPAS1_DICDI	Circularly permutated Ras protein 1
OG0007507	sp|Q5M7R9|GRHL2_XENTR	Grainyhead-like protein 2 homolog
OG0007508	sp|Q5YCC7|TMC3_CHICK	Transmembrane channel-like protein 3
OG0007512	sp|P0CH95|PHF8_DANRE	Histone lysine demethylase PHF8
OG0007513	sp|Q8R189|PAQRA_MOUSE	Monocyte to macrophage differentiation factor 2
OG0007514	sp|Q5T481|RBM20_HUMAN	RNA-binding protein 20
OG0007515	sp|O60266|ADCY3_HUMAN	Adenylate cyclase type 3
OG0007522	sp|Q6WCQ1|MPRIP_HUMAN	Myosin phosphatase Rho-interacting protein
OG0007524	sp|B0S728|TMM71_DANRE	Transmembrane protein 71
OG0007525	sp|Q7Z442|PK1L2_HUMAN	Polycystic kidney disease protein 1-like 2
OG0007528	sp|A0A0U1RQ45|TM275_MOUSE	Transmembrane protein 275
OG0007529	sp|Q1LV22|F214A_DANRE	Protein FAM214A
OG0007530	sp|Q96MT7|CFA44_HUMAN	Cilia- and flagella-associated protein 44
OG0007532	sp|P30803|ADCY5_CANLF	Adenylate cyclase type 5
OG0007549	sp|Q5M9G3|CAPR1_RAT	Caprin-1
OG0007553	sp|Q7TME0|PLPR4_MOUSE	Phospholipid phosphatase-related protein type 4
OG0007554	sp|Q5EA75|PCY2_BOVIN	Ethanolamine-phosphate cytidylyltransferase
OG0007558	sp|Q8K1S5|KLF11_MOUSE	Krueppel-like factor 11
OG0007559	sp|Q6JHU9|CBP_RAT	CREB-binding protein
OG0007560	sp|A1A5Y5|TT39A_DANRE	Tetratricopeptide repeat protein 39A
OG0007563	sp|Q8BZ64|TECT1_MOUSE	Tectonic-1
OG0007567	sp|Q96NJ5|KLH32_HUMAN	Kelch-like protein 32
OG0007568	sp|P35590|TIE1_HUMAN	Tyrosine-protein kinase receptor Tie-1
OG0007573	sp|Q9EPH8|PABP1_RAT	Polyadenylate-binding protein 1
OG0007574	sp|Q15637|SF01_HUMAN	Splicing factor 1
OG0007576	sp|Q8CH18|CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1
OG0007578	sp|Q5VZL5|ZMYM4_HUMAN	Zinc finger MYM-type protein 4
OG0007579	sp|Q00537|CDK17_HUMAN	Cyclin-dependent kinase 17
OG0007580	sp|Q2KIS1|RENBP_BOVIN	N-acylglucosamine 2-epimerase
OG0007581	sp|Q9Z2J4|NEXN_RAT	Nexilin
OG0007582	sp|O15164|TIF1A_HUMAN	Transcription intermediary factor 1-alpha
OG0007591	sp|B5DG67|WDR12_SALSA	Ribosome biogenesis protein wdr12
OG0007592	sp|P49790|NU153_HUMAN	Nuclear pore complex protein Nup153
OG0007593	sp|Q92576|PHF3_HUMAN	PHD finger protein 3
OG0007595	sp|Q9D1G3|HHATL_MOUSE	Protein-cysteine N-palmitoyltransferase HHAT-like protein
OG0007600	sp|Q28651|2A5G_RABIT	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform
OG0007601	sp|P23198|CBX3_MOUSE	Chromobox protein homolog 3
OG0007608	sp|Q5SPC5|OTOF_DANRE	Otoferlin
OG0007609	sp|Q2M2R8|PEX5_RAT	Peroxisomal targeting signal 1 receptor
OG0007612	sp|O75319|DUS11_HUMAN	RNA/RNP complex-1-interacting phosphatase
OG0007613	sp|Q9Y4G6|TLN2_HUMAN	Talin-2
OG0007617	sp|Q6DRL4|TICRR_DANRE	Treslin
OG0007618	sp|P79331|ATS2_BOVIN	A disintegrin and metalloproteinase with thrombospondin motifs 2
OG0007619	sp|Q9Y485|DMXL1_HUMAN	DmX-like protein 1
OG0007620	sp|P30414|NKTR_HUMAN	NK-tumor recognition protein
OG0007624	sp|Q8BYN5|FSD1L_MOUSE	FSD1-like protein
OG0007626	sp|Q6ZWH5|NEK10_HUMAN	Serine/threonine-protein kinase Nek10
OG0007627	sp|O95071|UBR5_HUMAN	E3 ubiquitin-protein ligase UBR5
OG0007633	sp|Q9UK61|TASOR_HUMAN	Protein TASOR
OG0007634	sp|Q64487|PTPRD_MOUSE	Receptor-type tyrosine-protein phosphatase delta
OG0007636	sp|Q3SYT8|NCPR_BOVIN	NADPH--cytochrome P450 reductase
OG0007638	sp|Q66IE4|T237B_DANRE	Transmembrane protein 237B
OG0007640	sp|P31424|GRM5_RAT	Metabotropic glutamate receptor 5
OG0007654	sp|Q9DGG6|ADCY9_CHICK	Adenylate cyclase type 9
OG0007655	sp|Q6JEL2|KLH10_HUMAN	Kelch-like protein 10
OG0007662	sp|Q0IHW8|CLU_XENTR	Clustered mitochondria protein homolog
OG0007667	sp|Q6IQU7|INT12_DANRE	Integrator complex subunit 12
OG0007670	sp|Q05932|FOLC_HUMAN	"Folylpolyglutamate synthase, mitochondrial"
OG0007671	sp|Q6P9K8|CSKI1_MOUSE	Caskin-1
OG0007673	sp|Q92542|NICA_HUMAN	Nicastrin
OG0007674	sp|F1QBY1|NIPLB_DANRE	Nipped-B-like protein B
OG0007686	sp|O75385|ULK1_HUMAN	Serine/threonine-protein kinase ULK1
OG0007688	sp|Q5VZK9|CARL1_HUMAN	F-actin-uncapping protein LRRC16A
OG0007692	sp|Q66KK8|HEY1_XENTR	Hairy/enhancer-of-split related with YRPW motif protein 1
OG0007693	sp|Q14839|CHD4_HUMAN	Chromodomain-helicase-DNA-binding protein 4
OG0007697	sp|Q9C0K7|STRAB_HUMAN	STE20-related kinase adapter protein beta
OG0007698	sp|P20929|NEBU_HUMAN	Nebulin
OG0007699	sp|O43683|BUB1_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1
OG0007701	sp|Q8K2X1|AT10D_MOUSE	Probable phospholipid-transporting ATPase VD
OG0007702	sp|P13806|CA2D1_RABIT	Voltage-dependent calcium channel subunit alpha-2/delta-1
OG0007706	sp|F1QLY4|RORAA_DANRE	Nuclear receptor ROR-alpha A
OG0007710	sp|P54296|MYOM2_HUMAN	Myomesin-2
OG0007712	sp|P15924|DESP_HUMAN	Desmoplakin
OG0007713	sp|Q8WV74|NUDT8_HUMAN	Nucleoside diphosphate-linked moiety X motif 8
OG0007717	sp|A4VCH4|VP35L_DANRE	VPS35 endosomal protein sorting factor-like
OG0007722	sp|O89001|CBPD_MOUSE	Carboxypeptidase D
OG0007723	sp|Q7Z7G8|VP13B_HUMAN	Vacuolar protein sorting-associated protein 13B
OG0007726	sp|E9Q9R9|DLG5_MOUSE	Disks large homolog 5
OG0007727	sp|Q66IF1|REEP6_DANRE	Receptor expression-enhancing protein 6
OG0007729	sp|Q92072|DNMT1_CHICK	DNA (cytosine-5)-methyltransferase 1
OG0007730	sp|Q5XXA6|ANO1_HUMAN	Anoctamin-1
OG0007731	sp|O35638|STAG2_MOUSE	Cohesin subunit SA-2
OG0007732	sp|A5WUT8|EPG5_DANRE	Ectopic P granules protein 5 homolog
OG0007737	sp|Q5NVA9|EME1_PONAB	Crossover junction endonuclease EME1
OG0007738	sp|P83829|IFT81_RAT	Intraflagellar transport protein 81 homolog
OG0007740	sp|Q80U95|UBE3C_MOUSE	Ubiquitin-protein ligase E3C
OG0007745	sp|Q2M2H8|MGAL_HUMAN	Probable maltase-glucoamylase 2
OG0007746	sp|O60260|PRKN_HUMAN	E3 ubiquitin-protein ligase parkin
OG0007748	sp|Q70Z53|F10C1_HUMAN	Protein FRA10AC1
OG0007749	sp|Q7SXN5|DNM1L_DANRE	Dynamin-1-like protein
OG0007751	sp|Q503Q1|MIEAP_DANRE	Mitochondria-eating protein
OG0007752	sp|Q90688|MYPC3_CHICK	"Myosin-binding protein C, cardiac-type"
OG0007754	sp|O75165|DJC13_HUMAN	DnaJ homolog subfamily C member 13
OG0007755	sp|Q13415|ORC1_HUMAN	Origin recognition complex subunit 1
OG0007757	sp|Q8NEZ4|KMT2C_HUMAN	Histone-lysine N-methyltransferase 2C
OG0007761	sp|Q60544|TAF1_MESAU	Transcription initiation factor TFIID subunit 1
OG0007762	sp|Q80UV9|TAF1_MOUSE	Transcription initiation factor TFIID subunit 1
OG0007763	sp|Q9UDY2|ZO2_HUMAN	Tight junction protein ZO-2
OG0007764	sp|Q61687|ATRX_MOUSE	Transcriptional regulator ATRX
OG0007768	sp|Q75V66|ANO5_HUMAN	Anoctamin-5
OG0007769	sp|Q70CQ2|UBP34_HUMAN	Ubiquitin carboxyl-terminal hydrolase 34
OG0007770	sp|Q13315|ATM_HUMAN	Serine-protein kinase ATM
OG0007771	sp|P0CK98|CCD39_DANRE	Coiled-coil domain-containing protein 39
OG0008034	sp|O15417|TNC18_HUMAN	Trinucleotide repeat-containing gene 18 protein
OG0008037	sp|Q9CZU3|MTREX_MOUSE	Exosome RNA helicase MTR4
OG0008038	sp|Q6NXH8|MET25_MOUSE	Methyltransferase-like protein 25
OG0008047	sp|Q6ZPY2|SMG5_MOUSE	Protein SMG5
OG0008051	sp|F1Q506|SNXAA_DANRE	Sorting nexin-10A
OG0008052	sp|Q92824|PCSK5_HUMAN	Proprotein convertase subtilisin/kexin type 5
OG0008057	sp|Q8NI08|NCOA7_HUMAN	Nuclear receptor coactivator 7
OG0008059	sp|Q5SWK7|RN145_MOUSE	RING finger protein 145
OG0008060	sp|Q5ZLT0|XPO7_CHICK	Exportin-7
OG0008061	sp|Q8BHD7|PTBP3_MOUSE	Polypyrimidine tract-binding protein 3
OG0008062	sp|P04897|GNAI2_RAT	Guanine nucleotide-binding protein G(i) subunit alpha-2
OG0008063	sp|O15084|ANR28_HUMAN	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A
OG0008066	sp|Q5RII3|GINM1_DANRE	Glycoprotein integral membrane protein 1
OG0008067	sp|Q8VD72|TTC8_MOUSE	Tetratricopeptide repeat protein 8
OG0008068	sp|P21333|FLNA_HUMAN	Filamin-A
OG0008069	sp|P29374|ARI4A_HUMAN	AT-rich interactive domain-containing protein 4A
OG0008071	sp|O55012|PICAL_RAT	Phosphatidylinositol-binding clathrin assembly protein
OG0008073	sp|Q29RP1|UBP1_BOVIN	Ubiquitin carboxyl-terminal hydrolase 1
OG0008076	sp|Q14168|MPP2_HUMAN	MAGUK p55 subfamily member 2
OG0008084	sp|C0HAC0|FBXL5_SALSA	F-box/LRR-repeat protein 5
OG0008085	sp|Q9ULD4|BRPF3_HUMAN	Bromodomain and PHD finger-containing protein 3
OG0008086	sp|Q9NYF5|FA13B_HUMAN	Protein FAM13B
OG0008091	sp|O75718|CRTAP_HUMAN	Cartilage-associated protein
OG0008094	sp|O00443|P3C2A_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
OG0008096	sp|Q5PQ23|ODFP2_XENLA	Outer dense fiber protein 2
OG0008097	sp|Q9W7C5|HBEGF_CHICK	Proheparin-binding EGF-like growth factor
OG0008099	sp|Q8IZD0|SAM14_HUMAN	Sterile alpha motif domain-containing protein 14
OG0008103	sp|Q9Y5I4|PCDC2_HUMAN	Protocadherin alpha-C2
OG0008105	sp|P24408|RAB9A_CANLF	Ras-related protein Rab-9A
OG0008118	sp|Q62101|KPCD1_MOUSE	Serine/threonine-protein kinase D1
OG0008119	sp|Q62768|UN13A_RAT	Protein unc-13 homolog A
OG0008121	sp|Q9UI36|DACH1_HUMAN	Dachshund homolog 1
OG0008122	sp|Q9HC58|NCKX3_HUMAN	Sodium/potassium/calcium exchanger 3
OG0008126	sp|Q4R5A5|TAF7_MACFA	Transcription initiation factor TFIID subunit 7
OG0008127	sp|P23824|GATA2_CHICK	GATA-binding factor 2
OG0008136	sp|Q9Y6V0|PCLO_HUMAN	Protein piccolo
OG0008142	sp|Q4QY64|ATAD5_MOUSE	ATPase family AAA domain-containing protein 5
OG0008144	sp|Q14973|NTCP_HUMAN	Sodium/bile acid cotransporter
OG0008145	sp|P26809|POL_MLVFF	Gag-Pol polyprotein
OG0008148	sp|Q767K6|DHX16_PIG	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
OG0008149	sp|A2BGU9|SERHL_DANRE	Serine hydrolase-like protein
OG0008155	sp|E7F3F0|MY9AB_DANRE	Unconventional myosin-IXAb
OG0008157	sp|P52826|CACP_COLLI	Carnitine O-acetyltransferase
OG0008159	sp|C6KFA3|AGRG6_DANRE	Adhesion G-protein coupled receptor G6
OG0008160	sp|Q96PX9|PKH4B_HUMAN	Pleckstrin homology domain-containing family G member 4B
OG0008163	sp|Q8CIZ7|DLDH_CRIGR	"Dihydrolipoyl dehydrogenase, mitochondrial"
OG0008165	sp|Q765P7|MTSS2_HUMAN	Protein MTSS 2
OG0008167	sp|Q9Z148|EHMT2_MOUSE	Histone-lysine N-methyltransferase EHMT2
OG0008170	sp|Q4G3H4|IKKA_DANRE	Inhibitor of nuclear factor kappa-B kinase subunit alpha
OG0008172	sp|Q9R1L5|MAST1_MOUSE	Microtubule-associated serine/threonine-protein kinase 1
OG0008175	sp|Q6PF93|PK3C3_MOUSE	Phosphatidylinositol 3-kinase catalytic subunit type 3
OG0008176	sp|F8VPQ2|ARI4A_MOUSE	AT-rich interactive domain-containing protein 4A
OG0008178	sp|Q8HYN7|KCIP4_MACFA	Kv channel-interacting protein 4
OG0008181	sp|Q9D0C1|RN115_MOUSE	E3 ubiquitin-protein ligase RNF115
OG0008182	sp|Q05BV3|EMAL5_HUMAN	Echinoderm microtubule-associated protein-like 5
OG0008185	sp|P10824|GNAI1_RAT	Guanine nucleotide-binding protein G(i) subunit alpha-1
OG0008186	sp|Q6ZVL6|K154L_HUMAN	UPF0606 protein KIAA1549L
OG0008190	sp|Q5U3N5|PPTC7_DANRE	Protein phosphatase PTC7 homolog
OG0008191	sp|Q15024|EXOS7_HUMAN	Exosome complex component RRP42
OG0008195	sp|Q7TPK6|WNK4_RAT	Serine/threonine-protein kinase WNK4
OG0008196	sp|P01633|KV5A1_MOUSE	Ig kappa chain V19-17
OG0008197	sp|B8PYG1|NSMF_DANRE	NMDA receptor synaptonuclear signaling and neuronal migration factor
OG0008200	sp|Q502K3|ANR52_DANRE	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C
OG0008201	sp|O08791|COE3_MOUSE	Transcription factor COE3
OG0008205	sp|Q32KS2|DNAI1_BOVIN	"Dynein intermediate chain 1, axonemal"
OG0008209	sp|P13834|GYS1_RABIT	"Glycogen [starch] synthase, muscle"
OG0008212	sp|Q2KHM9|MOONR_HUMAN	Protein moonraker
OG0008213	sp|Q9P281|BAHC1_HUMAN	BAH and coiled-coil domain-containing protein 1
OG0008217	sp|O43184|ADA12_HUMAN	Disintegrin and metalloproteinase domain-containing protein 12
OG0008221	sp|Q7RTP0|NIPA1_HUMAN	Magnesium transporter NIPA1
OG0008223	sp|Q802W4|NOL10_DANRE	Nucleolar protein 10
OG0008224	sp|Q5T5C0|STXB5_HUMAN	Syntaxin-binding protein 5
OG0008228	sp|Q6ZPJ0|TEX2_MOUSE	Testis-expressed protein 2
OG0008229	sp|Q13889|TF2H3_HUMAN	General transcription factor IIH subunit 3
OG0008230	sp|Q9WV92|E41L3_MOUSE	Band 4.1-like protein 3
OG0008231	sp|Q6PCB5|RSBNL_HUMAN	Lysine-specific demethylase RSBN1L
OG0008236	sp|Q9Y6J8|STYL1_HUMAN	Serine/threonine/tyrosine-interacting-like protein 1
OG0008239	sp|Q66I22|SRRT_DANRE	Serrate RNA effector molecule homolog
OG0008240	sp|Q9BSU1|CP070_HUMAN	UPF0183 protein C16orf70
OG0008242	sp|Q8NDA8|MROH1_HUMAN	Maestro heat-like repeat-containing protein family member 1
OG0008244	sp|P07942|LAMB1_HUMAN	Laminin subunit beta-1
OG0008246	sp|Q14517|FAT1_HUMAN	Protocadherin Fat 1
OG0008248	sp|Q6NY52|THOC5_DANRE	THO complex subunit 5 homolog
OG0008249	sp|Q9UQC2|GAB2_HUMAN	GRB2-associated-binding protein 2
OG0008253	sp|Q61333|TNAP2_MOUSE	Tumor necrosis factor alpha-induced protein 2
OG0008254	sp|Q9Y5H7|PCDA5_HUMAN	Protocadherin alpha-5
OG0008258	sp|Q5ZKQ3|RPAP3_CHICK	RNA polymerase II-associated protein 3
OG0008262	sp|Q9JIR4|RIMS1_RAT	Regulating synaptic membrane exocytosis protein 1
OG0008263	sp|Q6AY65|ARFP2_RAT	Arfaptin-2
OG0008264	sp|Q9UET6|TRM7_HUMAN	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase
OG0008265	sp|Q92841|DDX17_HUMAN	Probable ATP-dependent RNA helicase DDX17
OG0008266	sp|Q5RJX2|F1711_XENLA	Protein FAM171A1
OG0008268	sp|Q70EL1|UBP54_HUMAN	Inactive ubiquitin carboxyl-terminal hydrolase 54
OG0008269	sp|Q1RNF8|SAM11_MOUSE	Sterile alpha motif domain-containing protein 11
OG0008273	sp|Q33BP8|FOXN3_PIG	Forkhead box protein N3
OG0008274	sp|Q96AA8|JKIP2_HUMAN	Janus kinase and microtubule-interacting protein 2
OG0008276	sp|B5X3C4|LIS1B_SALSA	Lissencephaly-1 homolog B
OG0008277	sp|Q811L6|MAST4_MOUSE	Microtubule-associated serine/threonine-protein kinase 4
OG0008280	sp|P00025|CYC_KATPE	Cytochrome c
OG0008283	sp|Q05682|CALD1_HUMAN	Caldesmon
OG0008284	sp|Q5ZLL1|KC1E_CHICK	Casein kinase I isoform epsilon
OG0008286	sp|O73755|GREM1_CHICK	Gremlin-1
OG0008291	sp|Q3ULZ2|FHDC1_MOUSE	FH2 domain-containing protein 1
OG0008293	sp|Q91VH2|SNX9_MOUSE	Sorting nexin-9
OG0008298	sp|Q1LU99|RIPR2_DANRE	Rho family-interacting cell polarization regulator 2
OG0008299	sp|Q8BZ20|PAR12_MOUSE	Protein mono-ADP-ribosyltransferase PARP12
OG0008301	sp|O89110|CASP8_MOUSE	Caspase-8
OG0008309	sp|Q8BYW1|RHG25_MOUSE	Rho GTPase-activating protein 25
OG0008310	sp|Q60803|TRAF3_MOUSE	TNF receptor-associated factor 3
OG0008312	sp|Q641F3|COLA1_XENLA	Collagen alpha-1(XXI) chain
OG0008313	sp|P98088|MUC5A_HUMAN	Mucin-5AC
OG0008318	sp|Q8AYG3|TTK_DANRE	Dual specificity protein kinase Ttk
OG0008319	sp|Q53B87|NOD2_PANTR	Nucleotide-binding oligomerization domain-containing protein 2
OG0008321	sp|Q9CXF4|TBC15_MOUSE	TBC1 domain family member 15
OG0008322	sp|P41594|GRM5_HUMAN	Metabotropic glutamate receptor 5
OG0008323	sp|Q6ZMW3|EMAL6_HUMAN	Echinoderm microtubule-associated protein-like 6
OG0008324	sp|Q5DW34|EHMT1_MOUSE	Histone-lysine N-methyltransferase EHMT1
